測站名稱,測站ID,縣市,鄉鎮,高度(m),緯度(WGS84),經度(WGS84),觀測時間,天氣狀況,氣溫(℃),相對濕度(%),氣壓(hPa),降雨量(mm),風速(m/s),風向(度),今日最高溫(℃),最高溫時間,今日最低溫(℃),最低溫時間
鳳森,C0V450,高雄市,小港區,51.0,22.545064,120.392592,2026-07-02T10:00:00+08:00,多雲,32.7,68,1005.1,0.0,1.2,161.0,32.8,2026-07-02T09:40:00+08:00,25.7,2026-07-02T05:20:00+08:00
赤山,C0R190,屏東縣,萬巒鄉,32.0,22.592333,120.614306,2026-07-02T10:00:00+08:00,多雲,32.3,68,1006.4,0.0,1.1,345.0,32.4,2026-07-02T09:30:00+08:00,26.5,2026-07-02T06:10:00+08:00
三地門,C0R150,屏東縣,內埔鄉,105.0,22.709889,120.639944,2026-07-02T10:00:00+08:00,多雲,33.7,61,999.0,0.0,0.9,297.0,34.4,2026-07-02T09:50:00+08:00,25.9,2026-07-02T05:40:00+08:00
潮州,C0R220,屏東縣,潮州鎮,23.0,22.534361,120.540000,2026-07-02T10:00:00+08:00,多雲,31.7,69,1008.6,0.0,2.2,255.0,32.7,2026-07-02T09:30:00+08:00,27.3,2026-07-02T05:50:00+08:00
新興,C0V490,高雄市,新興區,20.0,22.627422,120.298803,2026-07-02T10:00:00+08:00,晴,32.1,67,1008.5,0.0,2.0,175.0,32.9,2026-07-02T09:00:00+08:00,28.7,2026-07-02T05:20:00+08:00
湖內,C0V640,高雄市,湖內區,35.0,22.887139,120.244500,2026-07-02T10:00:00+08:00,晴,30.8,72,1008.0,0.0,2.5,253.0,31.4,2026-07-02T07:50:00+08:00,26.2,2026-07-02T05:00:00+08:00
永安,C0V620,高雄市,永安區,18.0,22.823150,120.236856,2026-07-02T10:00:00+08:00,晴,31.0,77,1009.6,0.0,1.7,259.0,31.0,2026-07-02T10:00:00+08:00,27.1,2026-07-02T05:00:00+08:00
大社,C0V770,高雄市,大社區,26.0,22.730306,120.346639,2026-07-02T10:00:00+08:00,晴,32.5,70,1010.1,0.0,1.3,34.0,32.5,2026-07-02T10:00:00+08:00,28.0,2026-07-02T05:50:00+08:00
梓官,C0V610,高雄市,梓官區,22.0,22.760558,120.267211,2026-07-02T10:00:00+08:00,晴,31.1,75,1008.5,0.0,3.0,243.0,31.6,2026-07-02T09:30:00+08:00,27.7,2026-07-02T05:20:00+08:00
路竹,C0V750,高雄市,路竹區,50.0,22.854997,120.259439,2026-07-02T10:00:00+08:00,晴,33.0,70,1007.0,0.0,1.2,259.0,33.0,2026-07-02T10:00:00+08:00,28.6,2026-07-02T04:50:00+08:00
茄萣,C0V630,高雄市,茄萣區,19.0,22.906642,120.182608,2026-07-02T10:00:00+08:00,晴,32.0,73,1009.8,0.0,1.5,309.0,32.4,2026-07-02T09:50:00+08:00,27.6,2026-07-02T05:00:00+08:00
岡山,C0V660,高雄市,岡山區,25.0,22.797078,120.294958,2026-07-02T10:00:00+08:00,晴,32.3,74,1009.2,0.0,1.2,288.0,32.3,2026-07-02T10:00:00+08:00,28.4,2026-07-02T04:40:00+08:00
彌陀,C0V650,高雄市,彌陀區,28.0,22.783806,120.246361,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,-99,-99,30.8,2026-07-02T09:50:00+08:00,27.8,2026-07-02T04:50:00+08:00
橋頭,C0V760,高雄市,橋頭區,30.0,22.757806,120.305750,2026-07-02T10:00:00+08:00,晴,33.1,66,1008.4,0.0,1.6,270.0,34.1,2026-07-02T09:40:00+08:00,28.2,2026-07-02T06:00:00+08:00
仁武,C0V680,高雄市,仁武區,40.0,22.701083,120.347722,2026-07-02T10:00:00+08:00,晴,31.9,70,1006.8,0.0,0.6,294.0,31.9,2026-07-02T10:00:00+08:00,28.7,2026-07-02T05:40:00+08:00
三民,C0V700,高雄市,三民區,24.0,22.645017,120.311233,2026-07-02T10:00:00+08:00,晴,31.4,75,1007.7,0.0,1.1,209.0,31.7,2026-07-02T09:20:00+08:00,28.9,2026-07-02T05:50:00+08:00
鼓山,C0V690,高雄市,鼓山區,30.0,22.623325,120.275575,2026-07-02T10:00:00+08:00,晴,30.7,75,1009.1,0.0,5.1,155.0,31.4,2026-07-02T08:50:00+08:00,28.4,2026-07-02T02:50:00+08:00
苓雅,C0V710,高雄市,苓雅區,34.0,22.622742,120.330669,2026-07-02T10:00:00+08:00,晴,32.3,71,1007.0,0.0,3.6,210.0,32.8,2026-07-02T09:00:00+08:00,29.0,2026-07-02T05:00:00+08:00
旗山,C0V740,高雄市,旗山區,60.0,22.888614,120.483597,2026-07-02T10:00:00+08:00,晴,32.4,67,1004.3,0.0,1.8,278.0,32.4,2026-07-02T10:00:00+08:00,26.8,2026-07-02T05:30:00+08:00
長治,C0R480,屏東縣,長治鄉,57.0,22.693128,120.542622,2026-07-02T10:00:00+08:00,多雲,30.7,69,1004.4,0.0,0.2,0.0,31.4,2026-07-02T09:40:00+08:00,26.9,2026-07-02T05:30:00+08:00
麟洛,C0R570,屏東縣,麟洛鄉,37.0,22.650775,120.527192,2026-07-02T10:00:00+08:00,多雲,33.3,70,1005.9,0.0,0.6,18.0,33.3,2026-07-02T10:00:00+08:00,27.8,2026-07-02T05:40:00+08:00
南州,C0R580,屏東縣,南州鄉,10.0,22.485911,120.502736,2026-07-02T10:00:00+08:00,多雲,-99,-99,-99,0.0,-99,-99,32.2,2026-07-02T09:40:00+08:00,27.7,2026-07-02T05:10:00+08:00
佳冬,C0R540,屏東縣,佳冬鄉,17.0,22.419456,120.552375,2026-07-02T10:00:00+08:00,多雲,32.4,68,1008.6,0.0,3.5,162.0,32.8,2026-07-02T09:50:00+08:00,26.7,2026-07-02T05:40:00+08:00
高樹,C0R470,屏東縣,高樹鄉,103.0,22.826389,120.600806,2026-07-02T10:00:00+08:00,晴,31.5,70,999.4,0.0,2.1,235.0,32.4,2026-07-02T09:40:00+08:00,26.5,2026-07-02T04:00:00+08:00
大寮,C0V730,高雄市,大寮區,33.0,22.605614,120.395717,2026-07-02T10:00:00+08:00,晴,33.3,61,1007.6,0.0,1.4,148.0,33.3,2026-07-02T10:00:00+08:00,28.0,2026-07-02T05:30:00+08:00
新園,C0R560,屏東縣,新園鄉,22.0,22.543400,120.461558,2026-07-02T10:00:00+08:00,多雲,31.7,68,1008.5,0.0,2.5,232.0,32.2,2026-07-02T09:10:00+08:00,28.3,2026-07-02T05:30:00+08:00
崁頂,C0R520,屏東縣,崁頂鄉,18.0,22.514781,120.506914,2026-07-02T10:00:00+08:00,多雲,-99,-99,-99,-99,-99,-99,32.0,2026-07-02T09:20:00+08:00,27.3,2026-07-02T05:50:00+08:00
林園,C0V720,高雄市,林園區,15.0,22.507747,120.394511,2026-07-02T10:00:00+08:00,多雲,32.2,69,1009.6,0.0,3.8,155.0,33.1,2026-07-02T09:10:00+08:00,28.4,2026-07-02T05:50:00+08:00
溪州,C0G720,彰化縣,溪州鄉,50.0,23.851597,120.499083,2026-07-02T10:00:00+08:00,多雲,32.0,66,1005.7,0.0,1.3,243.0,32.0,2026-07-02T10:00:00+08:00,27.3,2026-07-02T04:00:00+08:00
斗南,C0K460,雲林縣,斗南鎮,60.0,23.678725,120.478347,2026-07-02T10:00:00+08:00,多雲,31.2,77,1004.1,0.0,2.3,272.0,31.3,2026-07-02T09:30:00+08:00,27.5,2026-07-02T01:50:00+08:00
斗六,C0K400,雲林縣,斗六市,65.0,23.720575,120.541117,2026-07-02T10:00:00+08:00,多雲,30.8,74,1004.9,0.0,1.4,288.0,31.2,2026-07-02T09:40:00+08:00,26.9,2026-07-02T05:10:00+08:00
朴子,C0M650,嘉義縣,朴子市,20.0,23.434628,120.239019,2026-07-02T10:00:00+08:00,晴,31.3,74,1009.8,0.0,1.1,309.0,31.3,2026-07-02T10:00:00+08:00,26.9,2026-07-02T01:40:00+08:00
北港,C0K410,雲林縣,北港鎮,20.0,23.574056,120.291786,2026-07-02T10:00:00+08:00,晴,31.8,71,1008.5,0.0,1.2,262.0,31.8,2026-07-02T10:00:00+08:00,27.4,2026-07-02T04:00:00+08:00
太保,C0M680,嘉義縣,太保市,37.0,23.455047,120.331439,2026-07-02T10:00:00+08:00,多雲,31.1,67,1009.0,0.0,1.3,256.0,32.0,2026-07-02T09:30:00+08:00,27.0,2026-07-02T05:30:00+08:00
林內,C0K470,雲林縣,林內鄉,97.0,23.748675,120.609642,2026-07-02T10:00:00+08:00,多雲,30.9,73,1000.5,0.0,1.2,245.0,31.4,2026-07-02T09:30:00+08:00,25.4,2026-07-02T03:40:00+08:00
大城,C0G740,彰化縣,大城鄉,24.0,23.852481,120.320922,2026-07-02T10:00:00+08:00,晴,30.0,81,1009.2,0.0,3.0,296.0,30.7,2026-07-02T09:10:00+08:00,27.6,2026-07-02T03:00:00+08:00
民雄,C0M760,嘉義縣,民雄鄉,40.0,23.551742,120.428444,2026-07-02T10:00:00+08:00,多雲,31.2,71,1007.4,0.0,1.0,278.0,31.5,2026-07-02T09:50:00+08:00,27.3,2026-07-02T05:40:00+08:00
大埤,C0K450,雲林縣,大埤鄉,35.0,23.646064,120.431525,2026-07-02T10:00:00+08:00,多雲,32.1,68,1007.1,0.0,1.0,292.0,33.2,2026-07-02T09:20:00+08:00,27.4,2026-07-02T02:40:00+08:00
莿桐,C0K480,雲林縣,莿桐鄉,56.0,23.761192,120.502372,2026-07-02T10:00:00+08:00,多雲,30.9,73,1005.1,0.0,1.5,255.0,31.4,2026-07-02T09:40:00+08:00,26.9,2026-07-02T02:50:00+08:00
臺西,C0K530,雲林縣,臺西鄉,12.0,23.701544,120.197547,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,-99,-99,30.5,2026-07-02T09:30:00+08:00,27.7,2026-07-02T01:30:00+08:00
水林,C0K510,雲林縣,水林鄉,10.0,23.572911,120.245956,2026-07-02T10:00:00+08:00,晴,31.4,74,1009.9,0.0,2.1,294.0,32.1,2026-07-02T09:40:00+08:00,27.7,2026-07-02T01:10:00+08:00
元長,C0K500,雲林縣,元長鄉,20.0,23.642858,120.319663,2026-07-02T10:00:00+08:00,多雲,31.6,69,1008.8,0.0,1.6,264.0,32.4,2026-07-02T09:30:00+08:00,27.0,2026-07-02T03:30:00+08:00
布袋,C0M750,嘉義縣,布袋鎮,10.0,23.380864,120.167778,2026-07-02T10:00:00+08:00,晴,31.2,73,1010.6,0.0,0.3,300.0,31.7,2026-07-02T09:00:00+08:00,28.0,2026-07-02T04:50:00+08:00
鹿草,C0M780,嘉義縣,鹿草鄉,30.0,23.411322,120.308333,2026-07-02T10:00:00+08:00,多雲,31.4,68,1008.6,0.0,1.3,269.0,31.7,2026-07-02T08:40:00+08:00,27.4,2026-07-02T03:20:00+08:00
六腳,C0M740,嘉義縣,六腳鄉,15.0,23.492864,120.290611,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,31.3,2026-07-02T09:50:00+08:00,27.5,2026-07-02T05:20:00+08:00
新港,C0M790,嘉義縣,新港鄉,15.0,23.553261,120.345719,2026-07-02T10:00:00+08:00,多雲,31.7,69,1008.8,0.0,0.8,247.0,31.7,2026-07-02T10:00:00+08:00,27.2,2026-07-02T03:20:00+08:00
梅山,C0M770,嘉義縣,梅山鄉,164.0,23.585386,120.555581,2026-07-02T10:00:00+08:00,多雲,30.3,74,993.1,0.0,1.3,234.0,30.5,2026-07-02T09:30:00+08:00,26.0,2026-07-02T03:20:00+08:00
達邦,C0M820,嘉義縣,阿里山鄉,980.0,23.453994,120.749517,2026-07-02T10:00:00+08:00,晴,26.3,75,906.2,0.0,2.2,246.0,27.1,2026-07-02T09:30:00+08:00,20.3,2026-07-02T05:20:00+08:00
鹿寮,C0X300,臺南市,白河區,70.0,23.386047,120.477331,2026-07-02T10:00:00+08:00,多雲,30.7,79,1003.8,0.0,1.1,278.0,31.5,2026-07-02T09:30:00+08:00,25.9,2026-07-02T02:40:00+08:00
茶山,C0M800,嘉義縣,阿里山鄉,440.0,23.299075,120.664767,2026-07-02T10:00:00+08:00,晴,29.9,70,963.6,0.0,1.0,262.0,30.1,2026-07-02T09:50:00+08:00,23.1,2026-07-02T05:40:00+08:00
棋山,C0K560,雲林縣,古坑鄉,117.0,23.686450,120.603417,2026-07-02T10:00:00+08:00,多雲,32.0,69,999.2,0.0,0.5,246.0,32.0,2026-07-02T10:00:00+08:00,25.6,2026-07-02T03:30:00+08:00
蔦松,C0K550,雲林縣,水林鄉,15.0,23.514319,120.229736,2026-07-02T10:00:00+08:00,晴,32.2,71,1010.4,0.0,0.8,266.0,33.3,2026-07-02T09:10:00+08:00,27.3,2026-07-02T02:30:00+08:00
北門,C0X290,臺南市,北門區,10.0,23.267772,120.125481,2026-07-02T10:00:00+08:00,晴,30.8,80,1010.6,0.0,1.5,327.0,31.0,2026-07-02T09:40:00+08:00,28.1,2026-07-02T03:50:00+08:00
口湖工作站,12J990,雲林縣,口湖鄉,10.0,23.589978,120.180394,2026-07-02T10:00:00+08:00,晴,30.3,78,1010.7,0.0,2.1,280.0,31.0,2026-07-02T08:40:00+08:00,27.3,2026-07-02T00:59:00+08:00
東港工作站,12Q970,屏東縣,東港鎮,16.0,22.479997,120.466058,2026-07-02T10:00:00+08:00,多雲,31.3,71,1009.8,-99,3.4,180.0,33.7,2026-07-02T09:23:00+08:00,27.0,2026-07-02T05:16:00+08:00
恆春工作站,12Q980,屏東縣,車城鄉,16.0,22.079678,120.714425,2026-07-02T10:00:00+08:00,多雲,29.6,83,1010.8,3.5,3.6,100.0,30.6,2026-07-02T10:24:00+08:00,26.4,2026-07-02T04:55:00+08:00
萬大發電廠,42HA10,南投縣,仁愛鄉,1000.0,23.978875,121.139639,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,0.0,1.2,340.0,-99,-99,-99,-99
新北,466881,新北市,新店區,24.5,24.959207,121.525196,2026-07-02T10:00:00+08:00,晴,32.5,63,1008.3,0.0,0.6,30.0,33.7,2026-07-02T10:44:00+08:00,24.3,2026-07-02T05:15:00+08:00
淡水,466900,新北市,淡水區,19.0,25.164889,121.448906,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,29.7,2026-07-02T09:50:00+08:00,25.4,2026-07-02T05:03:00+08:00
鞍部,466910,臺北市,北投區,837.6,25.182586,121.529731,2026-07-02T10:00:00+08:00,晴,27.9,77,921.4,0.0,0.7,210.0,28.6,2026-07-02T10:53:00+08:00,20.4,2026-07-02T03:57:00+08:00
臺北,466920,臺北市,中正區,6.3,25.037658,121.514853,2026-07-02T10:00:00+08:00,晴,33.1,62,1007.7,0.0,0.6,50.0,34.0,2026-07-02T10:24:00+08:00,27.5,2026-07-02T05:16:00+08:00
陽明山,466930,臺北市,北投區,607.1,25.162078,121.544547,2026-07-02T10:00:00+08:00,晴,26.2,88,944.4,0.0,0.2,0.0,26.9,2026-07-02T09:35:00+08:00,22.4,2026-07-02T03:48:00+08:00
基隆,466940,基隆市,仁愛區,26.7,25.133314,121.740475,2026-07-02T10:00:00+08:00,晴,30.8,74,1008.2,0.0,2.6,50.0,30.9,2026-07-02T09:56:00+08:00,26.5,2026-07-02T04:59:00+08:00
彭佳嶼,466950,基隆市,中正區,101.7,25.627975,122.079744,2026-07-02T10:00:00+08:00,晴,29.5,83,1000.2,0.0,3.0,160.0,30.3,2026-07-02T10:36:00+08:00,26.6,2026-07-02T05:16:00+08:00
花蓮,466990,花蓮縣,花蓮市,16.1,23.975128,121.613275,2026-07-02T10:00:00+08:00,晴,30.5,77,1010.1,0.0,6.1,180.0,30.6,2026-07-02T09:59:00+08:00,25.9,2026-07-02T04:51:00+08:00
新屋,467050,桃園市,新屋區,20.6,25.006725,121.047492,2026-07-02T10:00:00+08:00,晴有靄,30.5,80,1009.2,0.0,3.2,300.0,31.1,2026-07-02T10:46:00+08:00,26.4,2026-07-02T05:06:00+08:00
宜蘭,467080,宜蘭縣,宜蘭市,7.2,24.763975,121.756528,2026-07-02T10:00:00+08:00,晴,31.8,74,1010.3,0.0,3.2,60.0,32.7,2026-07-02T10:46:00+08:00,25.1,2026-07-02T05:20:00+08:00
金門,467110,金門縣,金城鎮,47.9,24.407306,118.289281,2026-07-02T10:00:00+08:00,晴,30.8,76,1008.8,0.0,2.3,250.0,32.1,2026-07-02T10:45:00+08:00,27.6,2026-07-02T01:38:00+08:00
田中,467270,彰化縣,田中鎮,48.6,23.873803,120.581286,2026-07-02T10:00:00+08:00,晴,31.2,77,1006.4,0.0,1.3,250.0,32.6,2026-07-02T10:52:00+08:00,26.9,2026-07-02T03:28:00+08:00
後龍,467280,苗栗縣,造橋鄉,30.0,24.648563,120.831834,2026-07-02T10:00:00+08:00,陰,29.1,84,1007.9,0.0,1.0,320.0,30.1,2026-07-02T10:49:00+08:00,26.1,2026-07-02T05:04:00+08:00
古坑,467290,雲林縣,古坑鄉,91.9,23.633536,120.551906,2026-07-02T10:00:00+08:00,多雲,31.0,74,1001.2,0.0,1.7,250.0,31.9,2026-07-02T10:46:00+08:00,26.1,2026-07-02T02:49:00+08:00
東吉島,467300,澎湖縣,望安鄉,43.0,23.257270,119.667620,2026-07-02T10:00:00+08:00,晴,29.9,89,1007.1,0.0,1.8,30.0,31.5,2026-07-02T10:51:00+08:00,27.0,2026-07-02T04:37:00+08:00
澎湖,467350,澎湖縣,馬公市,10.7,23.565503,119.563094,2026-07-02T10:00:00+08:00,多雲,29.5,83,1010.6,0.0,1.2,330.0,31.1,2026-07-02T10:52:00+08:00,26.8,2026-07-02T03:15:00+08:00
臺南,467410,臺南市,中西區,40.8,22.993280,120.204920,2026-07-02T10:00:00+08:00,晴,31.1,69,1008.8,0.0,2.5,220.0,32.0,2026-07-02T10:12:00+08:00,28.1,2026-07-02T05:10:00+08:00
永康,467420,臺南市,永康區,8.1,23.038386,120.236700,2026-07-02T10:00:00+08:00,晴,31.4,70,1010.2,0.0,-99,-99,32.0,2026-07-02T09:41:00+08:00,27.8,2026-07-02T05:54:00+08:00
高雄,467441,高雄市,楠梓區,11.8,22.730432,120.312516,2026-07-02T10:00:00+08:00,晴,31.2,78,1010.2,0.0,2.3,270.0,33.1,2026-07-02T10:40:00+08:00,26.3,2026-07-02T05:18:00+08:00
嘉義,467480,嘉義市,西區,26.9,23.495925,120.432906,2026-07-02T10:00:00+08:00,多雲,31.1,77,1008.2,0.0,2.0,270.0,32.5,2026-07-02T10:52:00+08:00,26.9,2026-07-02T02:21:00+08:00
臺中,467490,臺中市,北區,84.0,24.145736,120.684075,2026-07-02T10:00:00+08:00,晴,31.9,70,1001.7,0.0,1.1,230.0,32.0,2026-07-02T10:01:00+08:00,27.4,2026-07-02T01:38:00+08:00
阿里山,467530,嘉義縣,阿里山鄉,2413.4,23.508208,120.813242,2026-07-02T10:00:00+08:00,晴,20.4,68,767.6,0.0,1.2,360.0,20.4,2026-07-02T09:46:00+08:00,11.4,2026-07-02T02:37:00+08:00
大武,467540,臺東縣,大武鄉,8.1,22.355720,120.903740,2026-07-02T10:00:00+08:00,陰,28.3,90,1012.0,18.0,0.7,290.0,28.7,2026-07-02T10:07:00+08:00,26.4,2026-07-02T02:19:00+08:00
玉山,467550,南投縣,信義鄉,3844.8,23.487180,120.959430,2026-07-02T10:00:00+08:00,晴,14.7,54,649.0,0.0,3.2,300.0,17.9,2026-07-02T10:51:00+08:00,4.5,2026-07-02T01:08:00+08:00
新竹,467571,新竹縣,竹北市,26.9,24.828575,121.014550,2026-07-02T10:00:00+08:00,多雲,30.4,75,1008.5,0.0,1.5,300.0,31.6,2026-07-02T09:46:00+08:00,26.2,2026-07-02T05:00:00+08:00
恆春,467590,屏東縣,恆春鎮,22.3,22.003897,120.746339,2026-07-02T10:00:00+08:00,多雲,30.2,83,1009.5,9.0,3.5,130.0,30.6,2026-07-02T09:45:00+08:00,26.4,2026-07-02T04:45:00+08:00
成功,467610,臺東縣,成功鎮,33.5,23.097486,121.373428,2026-07-02T10:00:00+08:00,晴,30.4,83,1008.3,0.0,1.4,200.0,31.4,2026-07-02T10:18:00+08:00,25.0,2026-07-02T05:02:00+08:00
蘭嶼,467620,臺東縣,蘭嶼鄉,324.0,22.036900,121.558430,2026-07-02T10:00:00+08:00,晴,27.7,91,977.3,14.5,4.9,150.0,28.4,2026-07-02T10:07:00+08:00,24.5,2026-07-02T02:48:00+08:00
日月潭,467650,南投縣,魚池鄉,1017.5,23.881325,120.908050,2026-07-02T10:00:00+08:00,晴,26.6,88,902.2,0.0,0.2,0.0,27.9,2026-07-02T10:09:00+08:00,21.1,2026-07-02T05:24:00+08:00
臺東,467660,臺東縣,臺東市,9.0,22.752211,121.154586,2026-07-02T10:00:00+08:00,多雲,31.0,73,1011.9,0.0,1.9,160.0,32.1,2026-07-02T10:44:00+08:00,26.7,2026-07-02T05:47:00+08:00
馬祖,467990,連江縣,南竿鄉,97.8,26.169467,119.923158,2026-07-02T10:00:00+08:00,晴,31.1,68,1000.5,0.0,1.9,220.0,32.0,2026-07-02T10:52:00+08:00,26.7,2026-07-02T05:40:00+08:00
東沙島,468100,高雄市,旗津區,4.0,20.700856,116.730000,2026-07-02T10:00:00+08:00,晴,31.9,73,1009.1,0.0,4.3,130.0,32.2,2026-07-02T10:50:00+08:00,30.4,2026-07-02T07:30:00+08:00
南沙島,469020,高雄市,旗津區,4.5,10.370203,114.364286,2026-07-02T10:00:00+08:00,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
桃改樹林分場,72AI40,新北市,樹林區,40.0,24.944503,121.386972,2026-07-02T10:00:00+08:00,晴,32.4,61,1007.7,0.0,0.6,240.0,33.9,2026-07-02T10:51:00+08:00,24.2,2026-07-02T04:50:00+08:00
桃園農改,72C440,桃園市,新屋區,70.0,24.950944,121.030583,2026-07-02T10:00:00+08:00,晴,31.0,73,1007.4,0.0,2.0,290.0,31.3,2026-07-02T10:39:00+08:00,25.9,2026-07-02T04:51:00+08:00
桃改五峰分場,72D080,新竹縣,五峰鄉,1048.0,24.612194,121.157167,2026-07-02T10:00:00+08:00,晴,24.9,87,898.5,0.0,0.3,330.0,27.0,2026-07-02T08:32:00+08:00,20.2,2026-07-02T04:02:00+08:00
桃改新埔分場,72D680,新竹縣,新埔鎮,101.9,24.834444,121.066111,2026-07-02T10:00:00+08:00,多雲,30.1,71,1002.1,0.0,1.6,320.0,31.4,2026-07-02T10:48:00+08:00,24.4,2026-07-02T05:06:00+08:00
臺中農改,72G600,彰化縣,大村鄉,19.0,24.003028,120.534389,2026-07-02T10:00:00+08:00,晴,31.8,73,1009.9,0.0,1.4,290.0,33.0,2026-07-02T09:44:00+08:00,26.8,2026-07-02T02:38:00+08:00
中改埔里分場,72HA00,南投縣,魚池鄉,628.0,23.903208,120.963364,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
南改斗南分場,72K220,雲林縣,斗南鎮,60.0,23.634556,120.477333,2026-07-02T10:00:00+08:00,多雲,32.4,71,1007.4,0.0,0.4,250.0,34.8,2026-07-02T10:31:00+08:00,26.4,2026-07-02T02:53:00+08:00
南改義竹分場,72M360,嘉義縣,義竹鄉,6.0,23.360694,120.279361,2026-07-02T10:00:00+08:00,多雲,31.3,72,1010.4,0.0,2.3,300.0,32.3,2026-07-02T10:36:00+08:00,26.2,2026-07-02T03:53:00+08:00
南改鹿草分場,72M700,嘉義縣,鹿草鄉,14.0,23.416869,120.283061,2026-07-02T10:00:00+08:00,多雲,31.9,65,1010.4,0.0,2.0,230.0,33.1,2026-07-02T09:00:00+08:00,26.7,2026-07-02T03:55:00+08:00
臺南農改,72N100,臺南市,新化區,41.0,23.060500,120.342194,2026-07-02T10:00:00+08:00,晴,31.6,74,1007.7,-99,-99,-99,33.6,2026-07-02T09:51:00+08:00,25.4,2026-07-02T05:22:00+08:00
七股研究中心,72N240,臺南市,七股區,2.0,23.081672,120.062894,2026-07-02T10:00:00+08:00,多雲,31.8,74,1011.5,0.0,1.8,310.0,32.4,2026-07-02T10:53:00+08:00,28.2,2026-07-02T03:19:00+08:00
高雄農改,72Q010,屏東縣,長治鄉,45.0,22.709333,120.525889,2026-07-02T10:00:00+08:00,晴,33.3,61,1007.3,-99,0.5,200.0,34.4,2026-07-02T10:49:00+08:00,26.1,2026-07-02T05:20:00+08:00
東改班鳩分場,72S200,臺東縣,卑南鄉,240.0,22.829528,121.077694,2026-07-02T10:00:00+08:00,晴,32.5,64,984.1,0.0,3.1,110.0,33.0,2026-07-02T10:23:00+08:00,23.2,2026-07-02T03:56:00+08:00
東改賓朗果園,72S590,臺東縣,卑南鄉,290.0,22.813889,121.071278,2026-07-02T10:00:00+08:00,晴,30.6,74,980.9,0.0,1.3,20.0,31.7,2026-07-02T10:07:00+08:00,22.7,2026-07-02T04:38:00+08:00
花蓮農改,72T250,花蓮縣,吉安鄉,36.0,23.975222,121.563889,2026-07-02T10:00:00+08:00,晴,34.6,55,1007.6,0.0,0.7,190.0,35.0,2026-07-02T10:37:00+08:00,24.8,2026-07-02T04:53:00+08:00
花改蘭陽分場,72U480,宜蘭縣,三星鄉,27.0,24.686306,121.716583,2026-07-02T10:00:00+08:00,晴,32.4,65,1008.2,0.0,1.6,80.0,33.3,2026-07-02T10:46:00+08:00,25.0,2026-07-02T05:03:00+08:00
高改旗南分場,72V140,高雄市,旗山區,44.0,22.857861,120.516667,2026-07-02T10:00:00+08:00,晴,31.2,70,1006.7,-99,1.4,300.0,33.2,2026-07-02T10:20:00+08:00,25.6,2026-07-02T04:59:00+08:00
茶改北部分場,82A750,新北市,石碇區,401.0,24.955778,121.631222,2026-07-02T10:00:00+08:00,晴,29.9,73,966.3,0.0,1.5,50.0,31.7,2026-07-02T10:47:00+08:00,23.2,2026-07-02T05:30:00+08:00
茶改場,82C160,桃園市,楊梅區,195.0,24.908472,121.185333,2026-07-02T10:00:00+08:00,晴,30.6,67,989.0,0.0,1.2,280.0,31.0,2026-07-02T10:25:00+08:00,25.3,2026-07-02T02:53:00+08:00
茶改中部分場,82H320,南投縣,魚池鄉,850.0,23.875611,120.913583,2026-07-02T10:00:00+08:00,晴,26.7,81,919.1,0.0,0.0,0.0,28.4,2026-07-02T09:03:00+08:00,21.4,2026-07-02T05:36:00+08:00
茶改南部分場,82H840,南投縣,鹿谷鄉,390.0,23.762528,120.740500,2026-07-02T10:00:00+08:00,晴,29.6,69,967.1,0.0,1.7,300.0,31.0,2026-07-02T10:20:00+08:00,23.2,2026-07-02T04:25:00+08:00
茶改東部分場,82S580,臺東縣,鹿野鄉,175.0,22.907694,121.130139,2026-07-02T10:00:00+08:00,晴,32.5,64,992.7,0.0,1.5,180.0,33.3,2026-07-02T10:16:00+08:00,22.5,2026-07-02T05:25:00+08:00
臺灣大學,A0A010,臺北市,大安區,17.0,25.014278,121.539416,2026-07-02T10:00:00+08:00,晴,33.2,57,1010.2,0.0,1.1,70.0,34.4,2026-07-02T10:31:00+08:00,25.7,2026-07-02T04:34:00+08:00
文化大學,A0A460,臺北市,士林區,424.4,25.136050,121.539870,2026-07-02T10:00:00+08:00,晴,29.9,76,964.5,0.0,1.6,230.0,30.3,2026-07-02T09:45:00+08:00,24.9,2026-07-02T04:53:00+08:00
武陵,A0F010,臺中市,和平區,1804.0,24.352825,121.308286,2026-07-02T10:00:00+08:00,晴,25.6,53,826.3,0.0,1.8,90.0,26.3,2026-07-02T10:25:00+08:00,13.0,2026-07-02T05:19:00+08:00
彰師大,A0G720,彰化縣,彰化市,37.0,24.081389,120.556667,2026-07-02T10:00:00+08:00,晴,31.8,75,1007.0,0.0,1.1,350.0,32.3,2026-07-02T09:10:00+08:00,27.8,2026-07-02T02:12:00+08:00
